area	name	description
lambeth-contaminated-land:858	151a Knollys Road, Tulse Hill, London	Asbestos cement sheet roofing was observed on the roof of the building during the course of the investigation. Source Report on a ground Investigation Soils Limited, 1999.
lambeth-contaminated-land:859	151a Knollys Road, Tulse Hill, London	One of the boreholes at a depth of 3.25m below existing ground level was noted to exhibit a possible hydrocarbon odor. Source Report on a ground Investigation Soils Limited, 1999.
lambeth-contaminated-land:860	151a Knollys Road, Tulse Hill, London	Copper contamination was identified at levels in excess of any uses where plants are to be grown. Source Report on a ground Investigation Soils Limited, 1999.
lambeth-contaminated-land:861	3a Bedford Road, 4 Fenwick Place, London	With the exception of Arsenic, Copper, Lead, Mercury, Sulphate, Zinc and PAH, all of the determinants were below the ICRCL threshold trigger level for domestic gardens. In this case, no samples were found to contain arsenic in excess of the revised thres
lambeth-contaminated-land:862	3a Bedford Road, 4 Fenwick Place, London	TPH concentrations of soils were all less than the Department of the Environment guidelines for hydrocarbons in soil. The concentration of TPH in the water sample was significantly elevated. Sources Ground Engineering Environmental Division November 1999
lambeth-contaminated-land:863	3a Bedford Road, 4 Fenwick Place, London	Concentration of sulphate are at such a level where BRE Class 2 concrete should be used. Sources Ground Engineering Environmental Division November 1999 and also CAS Plc,Jan 1999
lambeth-contaminated-land:864	3a Bedford Road, 4 Fenwick Place, London	Within the proposed garaged parking area, adjacent to the existing wall and at a localized position, there was underlying groundwater trapped within the made ground, resulting from the excavation for the existing foundations with some trace of diesel oil.
lambeth-contaminated-land:865	3a Bedford Road, 4 Fenwick Place, London	Previous use of this site was a car spray booth. Sources Ground Engineering Environmental Division November 1999 and also CAS Plc,Jan 1999
lambeth-contaminated-land:866	3a Bedford Road, 4 Fenwick Place, London	The proposed development is for residential use. Sources Ground Engineering Environmental Division November 1999 and also CAS Plc,Jan 1999
lambeth-contaminated-land:867	3a Bedford Road, 4 Fenwick Place, London	The worst affected area of the site was located in the vicinity of the old underground fume extraction duct for the paint spraying business formerly located on this site. Sources Ground Engineering Environmental Division November 1999 and also CAS Plc,Jan
lambeth-contaminated-land:868	3a Bedford Road, 4 Fenwick Place, London	No solvent type odors were detected in any of the trialpit/boreholes.The absence of a volatile means there is no means for the contamination to migrate into the proposed housing. Sources Ground Engineering Environmental Division November 1999 and also CA
lambeth-contaminated-land:869	Pagden Street, South Lambeth, Battersea	Havelock terrace to Raywood street, MPC Printing Works
lambeth-contaminated-land:870	7-8 Palmerston Street, Camberwell, SE5	chandlers shop
lambeth-contaminated-land:871	Padfield Street, Lambeth	Crawford Arthur George, motor engine
lambeth-contaminated-land:872	18 Paradise Road, Clapham SW4	Westmoreland & Torr, engineers.
lambeth-contaminated-land:873	1a Paradise Road, Clapham SW4	Laundry
lambeth-contaminated-land:874	7a Paradise Road, Clapham SW4	Ramsay NF (London) Ltd, engineers. Rice & Son, builders (works).
lambeth-contaminated-land:875	31a Paradise Road, Clapham SW4	Goodbody James, motor car garage.
lambeth-contaminated-land:876	55 Paradise Road, Clapham SW4	Marcus TransportCo.Ltd, garage.
lambeth-contaminated-land:877	77 Paradise Road, Clapham SW4	Laundry
lambeth-contaminated-land:878	72a Palatine Road, Stoke Newington	Leak W.A & son, wall paper block cutters. Gilberts Printing Service, Buck Ins picture frame  manufacture. Stone Wltr, motor haulage contractor. Morris A. mantle mkr. Cohen & Morris, working tailors.
lambeth-contaminated-land:879	Off Alderbrook Road and Balham Hill	Laundry
lambeth-contaminated-land:880	Right of Balham Hill	Grinding and Pulverizing works and electric sub station.
lambeth-contaminated-land:881	Off Caistor Mews, off caistor Road	electro-plating and enamel works.
lambeth-contaminated-land:882	Balham High Road, south of electroplating	Sheet metal works
lambeth-contaminated-land:883	Balham High Road, off Harberson Road	Garage, car works
lambeth-contaminated-land:884	South of Oakmeade Road	Dashwood Trading estate
lambeth-contaminated-land:885	South of Ravenstone Street	Corporation Yard
lambeth-contaminated-land:886	Off Westbury Parade	Electric sub station
lambeth-contaminated-land:887	Nightingale Lane	Electric sub station
lambeth-contaminated-land:888	South of Malwood Road	Metal works
lambeth-contaminated-land:889	West off St Philip Street, Wandsworth Road	Plough Brewery
lambeth-contaminated-land:890	Corner of the Chase & Hannington Road	Chase works, coffee extracts
lambeth-contaminated-land:891	Macaulay Road, cornered with Lillishall Road	Electric sub station
lambeth-contaminated-land:892	Right of Stockwell Road	Electric sub station
lambeth-contaminated-land:893	Hassocks Road and Byards Croft	Manor Works, refrigerators.
lambeth-contaminated-land:894	East of Lonesome Depot, Lillian Road,	Garage
lambeth-contaminated-land:895	North of Meopham Road	Petrol Pumps Works
lambeth-contaminated-land:896	Conyers Road	Electric Sub Station
lambeth-contaminated-land:897	South of Blegborough Road, west of Penrith Street	Timber yard
lambeth-contaminated-land:898	Between Leverson Street & Besley Street	Joinery Works
lambeth-contaminated-land:899	East of Eastwood Street	Box works, joinery/forge, electric sub station
lambeth-contaminated-land:900	On corner, right of Streatham Vale, south of Sherwood Avenue	Timber yard
lambeth-contaminated-land:901	43/43a Mitcham Lane	Garage
lambeth-contaminated-land:902	North of Ellora Road	Corporation Yard
lambeth-contaminated-land:903	South of Fayland Avenue	Tank
lambeth-contaminated-land:904	Left off Abbotswood road, s/east of battersea Grammar school	Electric Sub station
lambeth-contaminated-land:905	North of Weir Road	Whitenee Engineering Works, Brewery, Motor Works
lambeth-contaminated-land:906	East of Zennor Road	Acme Works, behind there was the Embisco biscuit works, and behind that the Grange Mills, (stationery)
lambeth-contaminated-land:907	Right off park Hill, North of West Road	Engineering works, soap factory, printing works,
lambeth-contaminated-land:908	West of park Hill	2x motor works
lambeth-contaminated-land:909	South of Elms Crescent	Engineering works, joinery works, (north of Rodenhurst Rd)
lambeth-contaminated-land:910	West of Worsopp Drive, S/East of Clapham Common	Confectionery works
lambeth-contaminated-land:911	Between Hazelbourne Rd & Englewood Rd	Laundry and United dairies
lambeth-contaminated-land:912	North of Edgeley Road	Engineering works
lambeth-contaminated-land:913	South of Cresset Street	Joinery works
lambeth-contaminated-land:914	South of Volitare Road, e/south of public baths	Printing works, corporation yard, cycle works
lambeth-contaminated-land:915	Left of cato road	Cycle works
lambeth-contaminated-land:916	East of Aristottle Road	Cardboard Box Factory
lambeth-contaminated-land:917	East side in the corner of Rectory Grove	Laundry, to the south of this an engineering and printing works, and to the east an electric sub station.
lambeth-contaminated-land:918	Left of Liston Road	Manor House Metal works
lambeth-contaminated-land:919	Left of Old Town, North of Scout Lane	Laundry
lambeth-contaminated-land:920	Grafton Square	Printing works
lambeth-contaminated-land:921	Right of Stonehouse Street, Left of chip Street	Electrical Works, to the south is Wellington Tube Works
lambeth-contaminated-land:922	Corner of Clapham High Street, & St Lukes Avenue	Engineering works, to the south of this is an electricity sub station
lambeth-contaminated-land:923	South of cato road	Warehouse
lambeth-contaminated-land:924	South of Clapham High Street, left off St Lukes Avenue	x2 Engineering Works, printing works, corporation yard
lambeth-contaminated-land:925	North of Triangle place	Tramway Depot
lambeth-contaminated-land:926	Right of Nelsons Row	Nelson Works - Upholstery, right of this is a stone masons yard
lambeth-contaminated-land:927	Off Acre Square, North of Carfax Square, south of St Alphonsus Road, opposite Triangle Place	Upholstery Works
lambeth-contaminated-land:928	Left of Northbourne Road	Piano Factory
lambeth-contaminated-land:929	Clapham Park Road, south side of Clapham Crescent	Printing works, engineering works
lambeth-contaminated-land:930	North of Linford Street	Engineering works
lambeth-contaminated-land:931	West of parvin Street	Works, usage however unknown
lambeth-contaminated-land:932	North of Alford road	Warehouse, usage and storage however unknown
lambeth-contaminated-land:933	North of Stewarts Road	Projectile and engineering works
lambeth-contaminated-land:934	North east of Pensbury Street	Railway Works, Wandsworth works, projectile and engineering, work, street Martins Works
lambeth-contaminated-land:935	North of Westbury Street, on the corner	Chelton Works, chemicals
lambeth-contaminated-land:936	West of St Rule Street	Electrical works
lambeth-contaminated-land:937	South of Wandsworth Road, North of Netherford Road	Factory
lambeth-contaminated-land:938	West of Everett Street, left Woodgate St/Belfour Street , North of Nine Elms south Goods Depot Area now forms the New Covent Garden Market land	Sludge pit, power house, oil gas purifiers, exhauster house, gas works, washer, coke happers, return house, x2 boiler house, tank, tank, pump house, purifiers x2.
lambeth-contaminated-land:939	North of Pascal Street	Yonder Hill Saw Mill
lambeth-contaminated-land:940	Fount Street	Electric sub station
lambeth-contaminated-land:941	South of Gasworks, below railway station - area now is New Covent Garden Market and towards Battersea Power Station	loco shed
lambeth-contaminated-land:942	East of Oakhill Road, mid point	Borough Council Depot
lambeth-contaminated-land:943	Bishops Park Road,	Engineering works
lambeth-contaminated-land:944	Right off Abingdon Road	Electric sub station
lambeth-contaminated-land:945	Right of Voss Court, and between Streatham Common South	Joinery Works
lambeth-contaminated-land:946	North of Kempshot Road	Rubber and plastics factory
lambeth-contaminated-land:947	Right of Valley Road, north of sports ground	Electricity sub station
lambeth-contaminated-land:948	Right of Valley Road, opposite school	Milk processing depot and dairy and water softener chimney
lambeth-contaminated-land:949	Left on Streatham High Road, south of ice rink, north of natal Road	Streatham Garage
lambeth-contaminated-land:950	North end of Leigham Court Road, near triangular join with Streatham High Road	Printing works
